LShoulderPitch,LShoulderRoll,localX,localY,localZ
-2.08567,0.00872665,-0.17369166729451072,0.26151940525089484,0.9494413122408732
-2.08567,0.09048156315789474,-0.17445707254490314,0.33900650199615023,0.9244670472458153
-2.08567,0.17223647631578948,-0.1741693983579709,0.4152427259486415,0.8928821306434371
-2.08567,0.2539913894736842,-0.17280007082354068,0.4891896794181209,0.8548880587972764
-2.08567,0.33574630263157895,-0.17033973800999655,0.5599328593071449,0.8108388044012268
-2.08567,0.4175012157894737,-0.16675805728194204,0.6277745522752424,0.76032286684485
-2.08567,0.4992561289473684,-0.16205793195081702,0.691530532466232,0.7039337677358531
-2.08567,0.5810110421052631,-0.15629059498869924,0.7505093338094734,0.6421129104627461
-2.08567,0.6627659552631578,-0.14942903287637255,0.8044186848883851,0.5749622105287207
-2.08567,0.7445208684210526,-0.1415192153024495,0.8526615320394866,0.5029320266996868
-2.08567,0.8262757815789473,-0.1324888174555748,0.8951501415850922,0.4256206494866206
-2.08567,0.9080306947368421,-0.12240779749724215,0.9310534718838376,0.3437379286679407
-2.08567,0.9897856078947368,-0.11146389382589612,0.9594231461298101,0.259003913181918
-2.08567,1.0715405210526316,-0.09911924831643613,0.9808852695855601,0.16744988063073546
-2.08567,1.1532954342105264,-0.08399777465755205,0.9946373090544983,0.06034067690543122
-2.08567,1.2350503473684211,-0.07136896745819281,0.9971182762754279,-0.02572185066185723
-2.08567,1.3168052605263159,-0.05335273337313633,0.9881905762402503,-0.1436414664070823
-2.08567,1.3985601736842106,-0.038407730739398745,0.9706260237542844,-0.23750782772447068
-2.08567,1.4803150868421053,-0.02392912696468895,0.9453523497636924,-0.32517123439654555
-2.08567,1.56207,-0.02058636909473882,0.9384122374655613,-0.3449038619418085
-1.866125789473684,0.00872665,0.04494533745959349,0.2670067233843218,0.9626460025929633
-1.866125789473684,0.09048156315789474,0.04360145140459342,0.3446726921661127,0.937709789172736
-1.866125789473684,0.17223647631578948,0.041837419620213,0.4207464522197138,0.9062130286329183
-1.866125789473684,0.2539913894736842,0.03965013785951679,0.4944427223620942,0.8683053960853186
-1.866125789473684,0.33574630263157895,0.03703906733553985,0.5657044991927568,0.8237757747615461
-1.866125789473684,0.4175012157894737,0.03402813083490789,0.6331260131024576,0.773300418883159
-1.866125789473684,0.4992561289473684,0.030687656742443368,0.695610666574559,0.7177632397046787
-1.866125789473684,0.5810110421052631,0.026843953140613122,0.7555073533260123,0.6545899794910616
-1.866125789473684,0.6627659552631578,0.02269954945422828,0.8093448829535039,0.5868948720951257
-1.866125789473684,0.7445208684210526,0.018155456100505125,0.857990704032192,0.5133442618829259
-1.866125789473684,0.8262757815789473,0.013369898502022146,0.8996501942257388,0.4364066610899015
-1.866125789473684,0.9080306947368421,0.0077196917950207306,0.9381809456884403,0.34605912718166215
-1.866125789473684,0.9897856078947368,0.002090995029384106,0.9665767598199194,0.25636886534018294
-1.866125789473684,1.0715405210526316,-0.0062132960431895,0.9921315388764326,0.12504560975484644
-1.866125789473684,1.1532954342105264,-0.012797619826879473,0.999683727008771,0.021648715449649303
-1.866125789473684,1.2350503473684211,-0.019703082273366437,0.9960827054029999,-0.08620343697306566
-1.866125789473684,1.3168052605263159,-0.026295432212564782,0.9817051616016664,-0.18858294177735258
-1.866125789473684,1.3985601736842106,-0.03249374136866755,0.9581822544034233,-0.284307798201596
-1.866125789473684,1.4803150868421053,-0.03558040982865756,0.9426085865393171,-0.3319986250254292
-1.866125789473684,1.56207,-0.03612558216987925,0.9395733147907245,-0.3404363794397678
-1.6465815789473683,0.00872665,0.2614285414543464,0.25924412347435943,0.9297567435394402
-1.6465815789473683,0.09048156315789474,0.2595459177727142,0.3370485115582297,0.9050050924850652
-1.6465815789473683,0.17223647631578948,0.2557801422813489,0.41336209201567015,0.8739040563465544
-1.6465815789473683,0.2539913894736842,0.25010872492871866,0.48732472054321896,0.8366362665232748
-1.6465815789473683,0.33574630263157895,0.24250630855784985,0.5586718744877824,0.7931433836110293
-1.6465815789473683,0.4175012157894737,0.23308424759801386,0.6260415348077277,0.7441395905455188
-1.6465815789473683,0.4992561289473684,0.22166297527594198,0.6903007425397041,0.6887310144323039
-1.6465815789473683,0.5810110421052631,0.20852447328311116,0.7493591755682014,0.6284730463860376
-1.6465815789473683,0.6627659552631578,0.19350045991747747,0.8037558711086704,0.562613607789633
-1.6465815789473683,0.7445208684210526,0.17602539892831498,0.8543560688491436,0.4889690854775635
-1.6465815789473683,0.8262757815789473,0.15749897166642848,0.8967746979370973,0.41350842199868837
-1.6465815789473683,0.9080306947368421,0.13179450704106516,0.9408142596572819,0.31224787707736784
-1.6465815789473683,0.9897856078947368,0.10332058472957167,0.9735504686141158,0.2037752237941967
-1.6465815789473683,1.0715405210526316,0.07414350636865354,0.9926164379937872,0.09599660143925622
-1.6465815789473683,1.1532954342105264,0.04436015394729442,0.9989555899961773,-0.010950157860125601
-1.6465815789473683,1.2350503473684211,0.01460862337571428,0.993257758207907,-0.11500266902498324
-1.6465815789473683,1.3168052605263159,-0.01455028458108944,0.976634725299834,-0.2144129253499592
-1.6465815789473683,1.3985601736842106,-0.03805709751563151,0.9554320586338519,-0.29274773895517225
-1.6465815789473683,1.4803150868421053,-0.047220920193837224,0.9452529783212881,-0.3229039976073104
-1.6465815789473683,1.56207,-0.050266731832328874,0.9416505764178119,-0.3328174388503394
-1.4270373684210527,0.00872665,0.4653559655218229,0.23860779679670457,0.8523556444707071
-1.4270373684210527,0.09048156315789474,0.4630366295531442,0.31609073609004945,0.8280602189757185
-1.4270373684210527,0.17223647631578948,0.4574098905976883,0.3927885432126781,0.7978053348432017
-1.4270373684210527,0.2539913894736842,0.44848795736674685,0.46734352773014914,0.7618717603282998
-1.4270373684210527,0.33574630263157895,0.43623918294939623,0.5392406476948561,0.7203574800980934
-1.4270373684210527,0.4175012157894737,0.420725589017592,0.6076654598256783,0.6735968138884323
-1.4270373684210527,0.4992561289473684,0.40196027574934584,0.6722673721017102,0.621678789349428
-1.4270373684210527,0.5810110421052631,0.38000972802152483,0.7324377059874988,0.5649138106443999
-1.4270373684210527,0.6627659552631578,0.3547952952414242,0.7879865486480444,0.5031873384975956
-1.4270373684210527,0.7445208684210526,0.32626593860297814,0.8384451431879197,0.43653210554563615
-1.4270373684210527,0.8262757815789473,0.293387004868463,0.8844831047354633,0.36278602896449574
-1.4270373684210527,0.9080306947368421,0.2534647386612733,0.9269095716626186,0.2767567022053726
-1.4270373684210527,0.9897856078947368,0.20516557906380814,0.9626570541223218,0.17663091834655018
-1.4270373684210527,1.0715405210526316,0.15582968110082906,0.9846930701563449,0.07808116337559114
-1.4270373684210527,1.1532954342105264,0.10590681662607054,0.9942063770854194,-0.018369157705693112
-1.4270373684210527,1.2350503473684211,0.05445836995381651,0.9919110896527003,-0.11465895589078988
-1.4270373684210527,1.3168052605263159,0.0027380704201794338,0.9780224075977343,-0.20848182944109422
-1.4270373684210527,1.3985601736842106,-0.047307325597404117,0.9538529023239241,-0.2965242952492218
-1.4270373684210527,1.4803150868421053,-0.05334976329862464,0.9502320113367995,-0.30694124419308877
-1.4270373684210527,1.56207,-0.062331314985407296,0.9445391477687759,-0.3224292255742718
-1.2074931578947368,0.00872665,0.6469531525704763,0.20605363484153955,0.7341617791384345
-1.2074931578947368,0.09048156315789474,0.6442092445376459,0.28397431616631075,0.7101781727215443
-1.2074931578947368,0.17223647631578948,0.637000005291467,0.36073881162441684,0.6812477545258219
-1.2074931578947368,0.2539913894736842,0.6252510593889764,0.43577377764526615,0.6474274688717933
-1.2074931578947368,0.33574630263157895,0.6090457994587618,0.5080134632695529,0.609085819321475
-1.2074931578947368,0.4175012157894737,0.5882112299210485,0.5775939107608214,0.5660325284352373
-1.2074931578947368,0.4992561289473684,0.5627709405644649,0.6438219700224914,0.5184420308699379
-1.2074931578947368,0.5810110421052631,0.5332282492019662,0.7051810023098978,0.46731936428337056
-1.2074931578947368,0.6627659552631578,0.4990024115343734,0.7625362078724524,0.4117464328520405
-1.2074931578947368,0.7445208684210526,0.4603374943546087,0.814859589881025,0.3522687043582615
-1.2074931578947368,0.8262757815789473,0.4169025861360621,0.8619222925973913,0.2885865471513189
-1.2074931578947368,0.9080306947368421,0.36930527973948646,0.902471142432171,0.22171929873989743
-1.2074931578947368,0.9897856078947368,0.3181140980103504,0.935692835256403,0.15258551273595755
-1.2074931578947368,1.0715405210526316,0.25075441520380864,0.9658471438515421,0.06528030307538521
-1.2074931578947368,1.1532954342105264,0.18541001599862053,0.9825291216284268,-0.016113693538823914
-1.2074931578947368,1.2350503473684211,0.11584286438366152,0.9882645670415974,-0.09956694381908457
-1.2074931578947368,1.3168052605263159,0.05013374979012504,0.9831861680120941,-0.17558919716678256
-1.2074931578947368,1.3985601736842106,-0.010903597003861227,0.9697433448706113,-0.24388307987955196
-1.2074931578947368,1.4803150868421053,-0.06540715962997826,0.9507314310936981,-0.3030373729421299
-1.2074931578947368,1.56207,-0.07174280290408902,0.9481040080235601,-0.30976081127399935
-0.9879489473684209,0.00872665,0.7974930607580079,0.16316528731716134,0.580845854816519
-0.9879489473684209,0.09048156315789474,0.7944897704200099,0.24089282383698013,0.5574555158232858
-0.9879489473684209,0.17223647631578948,0.7859410118585484,0.3186615796890762,0.5298599093239871
