LElbowYaw,LElbowRoll,localX,localY,localZ
-2.08567,-1.56207,0.5643800492234156,-0.37490544178018587,0.7354733644138167
-2.08567,-1.4803150868421053,0.5838314182863609,-0.3033862320751667,0.7530588749951557
-2.08567,-1.3985601736842106,0.5996001431157719,-0.22828312322298236,0.7670505094367035
-2.08567,-1.3168052605263159,0.611238130280599,-0.15033681687818717,0.7770371867433449
-2.08567,-1.2350503473684211,0.618419908856213,-0.07002060351349478,0.7827221291198295
-2.08567,-1.1532954342105264,0.6208483588764737,0.012979284790282366,0.7838232284429456
-2.08567,-1.0715405210526316,0.6181369584658116,0.09792094900528994,0.7799475548551574
-2.08567,-0.9897856078947369,0.6100081854997862,0.18343019917718303,0.770871828291239
-2.08567,-0.9080306947368422,0.5964094022937995,0.2682087513457642,0.7565447049296552
-2.08567,-0.8262757815789474,0.5760768140672495,0.35621659339946843,0.7356937154013246
-2.08567,-0.7445208684210527,0.5497258739604677,0.4415998866686453,0.709077572337921
-2.08567,-0.662765955263158,0.5169583287239229,0.524747071214051,0.676309542750392
-2.08567,-0.5810110421052632,0.477860881358281,0.6044694107846954,0.6373897626202432
-2.08567,-0.4992561289473685,0.4319901788626881,0.6804107166601074,0.5919676866352268
-2.08567,-0.41750121578947375,0.3800379855879123,0.7504478730487864,0.5407394190798691
-2.08567,-0.335746302631579,0.3219404996726143,0.8139288036295574,0.48360543554917235
-2.08567,-0.25399138947368427,0.2582988481297326,0.8694345858971718,0.4211474871118983
-2.08567,-0.17223647631578953,0.19131616172395183,0.9148835871145162,0.3555082956721125
-2.08567,-0.0904815631578948,0.11930931897169082,0.9510666906474348,0.28502181731833776
-2.08567,-0.00872665,0.04387497227863824,0.9764524088359867,0.21122424123652928
-1.866125789473684,-1.56207,0.713004929608436,-0.3859095238447462,0.5854039714248532
-1.866125789473684,-1.4803150868421053,0.735214599386751,-0.31457693722409236,0.6004172244492063
-1.866125789473684,-1.3985601736842106,0.7529948426372852,-0.239761071804114,0.6127914779180538
-1.866125789473684,-1.3168052605263159,0.7659222026136759,-0.16165568915951736,0.6222785692162125
-1.866125789473684,-1.2350503473684211,0.7735097961229556,-0.08112596391494681,0.6285707384858878
-1.866125789473684,-1.1532954342105264,0.7754172330352849,0.0014678813240971596,0.6314475117033255
-1.866125789473684,-1.0715405210526316,0.7713132930830557,0.08552627081038823,0.6306830114365222
-1.866125789473684,-0.9897856078947369,0.7606063243178535,0.17228708158175535,0.6259354446967561
-1.866125789473684,-0.9080306947368422,0.7434368173808406,0.2575434372360663,0.6172301649298089
-1.866125789473684,-0.8262757815789474,0.7185567276722302,0.3450611086963124,0.6038286680692198
-1.866125789473684,-0.7445208684210527,0.68655585381353,0.43034115590032934,0.5860439822511132
-1.866125789473684,-0.662765955263158,0.6466597362783281,0.5142249469685063,0.563386092650218
-1.866125789473684,-0.5810110421052632,0.5992237808768547,0.594654187066565,0.5360198300770691
-1.866125789473684,-0.4992561289473685,0.5447009497074684,0.6701566445065457,0.5041735288682948
-1.866125789473684,-0.41750121578947375,0.48203053120758227,0.7411993289609365,0.46719388023773745
-1.866125789473684,-0.335746302631579,0.41198515874559605,0.8057443535961618,0.425492967769468
-1.866125789473684,-0.25399138947368427,0.336108348079794,0.8617763914011484,0.3799639845757578
-1.866125789473684,-0.17223647631578953,0.25495109667138816,0.9085685817637343,0.33091248168948323
-1.866125789473684,-0.0904815631578948,0.16896219648945499,0.9454349261679953,0.27857597983167237
-1.866125789473684,-0.00872665,0.07977568455422153,0.9713386959633963,0.22391288010749671
-1.6465815789473683,-1.56207,0.8257289427233498,-0.3909145725000516,0.4066417466961313
-1.6465815789473683,-1.4803150868421053,0.8500764342329257,-0.3197186117069876,0.41850933715986643
-1.6465815789473683,-1.3985601736842106,0.8695081708602963,-0.24501008119560322,0.42886548114730055
-1.6465815789473683,-1.3168052605263159,0.8835147313228666,-0.16727160374762018,0.4375179197646445
-1.6465815789473683,-1.2350503473684211,0.8916566545830225,-0.08684697612693472,0.4443039647307011
-1.6465815789473683,-1.1532954342105264,0.8934895562366391,-0.003809655060406108,0.4490678116102006
-1.6465815789473683,-1.0715405210526316,0.888575676544013,0.08050707256476765,0.45161031688990527
-1.6465815789473683,-0.9897856078947369,0.8765054339162698,0.16628481270146525,0.4517605398660781
-1.6465815789473683,-0.9080306947368422,0.8570989100512928,0.2518703186557038,0.4493804634929739
-1.6465815789473683,-0.8262757815789474,0.8292602009044878,0.33915716024192394,0.44418457858471655
-1.6465815789473683,-0.7445208684210527,0.7941339568090678,0.42306461085523106,0.4363113494795724
-1.6465815789473683,-0.662765955263158,0.7488684268628562,0.5085075842544277,0.42498954811109996
-1.6465815789473683,-0.5810110421052632,0.6962031167247545,0.588646958220848,0.4108478779792843
-1.6465815789473683,-0.4992561289473685,0.6347899133832551,0.6650000208779056,0.3934675820182201
-1.6465815789473683,-0.41750121578947375,0.5664892301965858,0.7346497948454161,0.3733358153256495
-1.6465815789473683,-0.335746302631579,0.48928049162793597,0.7989008822765619,0.3498027741600348
-1.6465815789473683,-0.25399138947368427,0.4042437210072023,0.8556762444380261,0.3231179022132425
-1.6465815789473683,-0.17223647631578953,0.3129564483001605,0.9032070084182267,0.2937266780725681
-1.6465815789473683,-0.0904815631578948,0.21781922849791444,0.9400607612434868,0.26237482513932087
-1.6465815789473683,-0.00872665,0.11855912332158981,0.9661933421916177,0.22894138940306802
-1.4270373684210527,-1.56207,0.8972072511187995,-0.3896853827237512,0.20776056178036006
