HipPitch,HipRoll,localX,localY,localZ
-1.03847,-0.514872,0.6557871463824161,-0.6811791712961087,0.3254814207169961
-1.03847,-0.4606749473684211,0.7038889679896139,-0.6277298669478438,0.3324086865353534
-1.03847,-0.4064778947368421,0.7494865776660872,-0.568605771536957,0.33905360412955055
-1.03847,-0.35228084210526317,0.7913743250707118,-0.5045279084458157,0.3452220549416941
-1.03847,-0.2980837894736842,0.8287527488953343,-0.4360347757854137,0.35077422297567845
-1.03847,-0.24388673684210527,0.8612320590029251,-0.3630292579235376,0.3556530590857721
-1.03847,-0.18968968421052634,0.8879180994245894,-0.28676877252955413,0.35967362958120475
-1.03847,-0.13549263157894736,0.9084810003279208,-0.20745348000657746,0.3628020475084739
-1.03847,-0.08129557894736844,0.9225274185739928,-0.1255374855043729,0.3649431486032374
-1.03847,-0.027098526315789517,0.9296195905401422,-0.042828079850560426,0.3660234588934054
-1.03847,0.027098526315789462,0.929710945191519,0.040679233418826635,0.3660365533106618
-1.03847,0.08129557894736839,0.9227249167064773,0.12398246747909704,0.36497544553958583
-1.03847,0.1354926315789473,0.9089062688769625,0.2054610479204289,0.3628707100106012
-1.03847,0.18968968421052623,0.8884167249092451,0.2851147884756542,0.35975725189912977
-1.03847,0.24388673684210527,0.8617991465736137,0.36160322831833025,0.35573211302151597
-1.03847,0.2980837894736842,0.829611666647288,0.43428478337367826,0.35091481800115876
-1.03847,0.3522808421052631,0.7924204650638387,0.5027740285609131,0.34538106889729736
-1.03847,0.40647789473684204,0.7506335073921717,0.5669879006291493,0.3392256743235635
-1.03847,0.46067494736842096,0.7050618694245916,0.6263199170306077,0.3325825037705269
-1.03847,0.514872,0.6563947207675539,0.680553352117135,0.3255658235604835
-0.9291573684210527,-0.514872,0.616363932352689,-0.6811800324283893,0.39508134139134965
-0.9291573684210527,-0.4606749473684211,0.6633366759117373,-0.6278371732878719,0.4071915252412082
-0.9291573684210527,-0.4064778947368421,0.7081109449880681,-0.5686371315755783,0.4186056642970845
-0.9291573684210527,-0.35228084210526317,0.7506459956112059,-0.5046476071775902,0.42645208622164577
-0.9291573684210527,-0.2980837894736842,0.7963622011209649,-0.43582037338691637,0.41936600573563493
-0.9291573684210527,-0.24388673684210527,0.8614114115203502,-0.363032370572129,0.35521525589323777
-0.9291573684210527,-0.18968968421052634,0.8878873553174459,-0.2868635527957978,0.3596739444896783
-0.9291573684210527,-0.13549263157894736,0.9085378545253926,-0.2071821752909812,0.36281470909555696
-0.9291573684210527,-0.08129557894736844,0.9225256401986707,-0.12553812037541706,0.36494742567750815
-0.9291573684210527,-0.027098526315789517,0.9296370030322347,-0.0425390821250981,0.3660129356801462
-0.9291573684210527,0.027098526315789462,0.9297103789817263,0.0406628853868843,0.3660398078975399
-0.9291573684210527,0.08129557894736839,0.922776466322578,0.12358214132217758,0.3649808865508459
-0.9291573684210527,0.1354926315789473,0.9089059563164419,0.20546151937863733,0.3628712259564213
-0.9291573684210527,0.18968968421052623,0.8884714119874539,0.284928474109896,0.3597698079639621
-0.9291573684210527,0.24388673684210527,0.8618309427610857,0.36152098952116374,0.355738668456462
-0.9291573684210527,0.2980837894736842,0.8296606616132459,0.43418754702774087,0.35091930778671093
-0.9291573684210527,0.3522808421052631,0.7922555273996674,0.5030516649955501,0.3453551818778457
-0.9291573684210527,0.40647789473684204,0.7483513500337879,0.5669844085550475,0.3442367460892137
-0.9291573684210527,0.46067494736842096,0.684706775627218,0.6261545356662964,0.37297068098538655
-0.9291573684210527,0.514872,0.6179106910982969,0.6804352826822604,0.39394695570284294
-0.8198447368421052,-0.514872,0.5695836907884229,-0.6811803381000727,0.4599649618978702
-0.8198447368421052,-0.4606749473684211,0.6151507057308323,-0.6275885637069283,0.47720247688285744
-0.8198447368421052,-0.4064778947368421,0.6582140022594248,-0.5684503377994636,0.4935772894748154
-0.8198447368421052,-0.35228084210526317,0.6977100025623234,-0.5044398375119097,0.5086661013429544
-0.8198447368421052,-0.2980837894736842,0.7329152137956971,-0.4360914420389897,0.5221681181067664
-0.8198447368421052,-0.24388673684210527,0.7635184074865299,-0.36322835579504176,0.5339520605594326
-0.8198447368421052,-0.18968968421052634,0.7887888353981675,-0.2867146238795819,0.5436974320380707
-0.8198447368421052,-0.13549263157894736,0.8089349895608856,-0.2074802624755552,0.550069198689769
-0.8198447368421052,-0.08129557894736844,0.8231434196393236,-0.1258215302839502,0.5537182074137399
-0.8198447368421052,-0.027098526315789517,0.8354675437325894,-0.04270314388255839,0.5478781113276743
-0.8198447368421052,0.027098526315789462,0.8388693596845884,0.04096154293839799,0.5427894153191222
-0.8198447368421052,0.08129557894736839,0.8329698057132059,0.12382740727444724,0.5392847818896729
-0.8198447368421052,0.1354926315789473,0.8097789951599016,0.205389706104212,0.5496117244239295
-0.8198447368421052,0.18968968421052623,0.7893232730490012,0.2848239073219681,0.5439155379661983
-0.8198447368421052,0.24388673684210527,0.7641645931327465,0.3616046556961853,0.5341297104459808
-0.8198447368421052,0.2980837894736842,0.7337586122640524,0.43429508963155533,0.5224806925143277
-0.8198447368421052,0.3522808421052631,0.698526514932185,0.5029923265802236,0.5089788083389224
-0.8198447368421052,0.40647789473684204,0.659057266007202,0.5671898425053628,0.49390201728870636
-0.8198447368421052,0.46067494736842096,0.6160512440026142,0.626441721838035,0.477547520047408
-0.8198447368421052,0.514872,0.5701847711858428,0.6805219660882464,0.46019472006872864
-0.7105321052631579,-0.514872,0.5160055745307215,-0.6811777173469806,0.5193603416157001
-0.7105321052631579,-0.4606749473684211,0.559420083303912,-0.6276086896224525,0.5414392884771406
-0.7105321052631579,-0.4064778947368421,0.6003779777189112,-0.568544460070606,0.5624086421750413
-0.7105321052631579,-0.35228084210526317,0.6380421552472779,-0.5044592406569958,0.5817414224921377
-0.7105321052631579,-0.2980837894736842,0.6715655547770384,-0.4361103286064978,0.5990054147666289
-0.7105321052631579,-0.24388673684210527,0.700674185137298,-0.3633318623755942,0.6140404254321256
