RElbowYaw,RElbowRoll,localX,localY,localZ
-2.08567,0.00872665,-0.02729847784052049,0.9945605578306725,-0.10051910223998414
-2.08567,0.09048156315789474,0.07617263128984916,0.994422741962443,-0.07294614801534842
-2.08567,0.17223647631578948,0.1788848364661584,0.9827947436159866,-0.04598594571456674
-2.08567,0.2539913894736842,0.27925818903676963,0.9600065504845261,-0.020057090584256056
-2.08567,0.33574630263157895,0.3755633178946356,0.9267862845365724,0.004401936717912483
-2.08567,0.4175012157894737,0.4666204147665175,0.8840424874658472,0.02709739615388429
-2.08567,0.4992561289473684,0.5517038473699182,0.8326657538984626,0.047860287106693065
-2.08567,0.5810110421052631,0.6296538856051566,0.7740312182175659,0.06642030989809798
-2.08567,0.6627659552631578,0.7003310899120659,0.7090040644447678,0.0827623169285233
-2.08567,0.7445208684210526,0.7634125382253373,0.6386120778898763,0.0968292851028166
-2.08567,0.8262757815789473,0.8181891456621149,0.5646200056297512,0.10849318487056302
-2.08567,0.9080306947368421,0.86518214257717,0.4873973512558602,0.11791387600426603
-2.08567,0.9897856078947368,0.9042737250288633,0.40822017297132945,0.12508125599657807
-2.08567,1.0715405210526316,0.9358167526969766,0.3275911623461563,0.13011931341803248
-2.08567,1.1532954342105264,0.9599840177477997,0.2463989353687822,0.13310991818013687
-2.08567,1.2350503473684211,0.9770875711776458,0.16522532931952755,0.13416582575836053
-2.08567,1.3168052605263159,0.987426829032942,0.08481473389186221,0.13339684486824155
-2.08567,1.3985601736842106,0.9913775318860364,0.005469131107253749,0.1309224116661571
-2.08567,1.4803150868421053,0.9892672995973789,-0.07253059641521259,0.12684448167328155
-2.08567,1.56207,0.9814625693406087,-0.14838104532755614,0.12130247471025747
-1.866125789473684,0.00872665,-0.06223601013765341,0.9910542628176136,-0.1180598458121234
-1.866125789473684,0.09048156315789474,0.044851229428274866,0.9925271428855057,-0.11348232397297535
-1.866125789473684,0.17223647631578948,0.15108309209519424,0.9824882410378342,-0.10904474084217732
-1.866125789473684,0.2539913894736842,0.25510407082546105,0.9612158551456227,-0.10481408714932965
-1.866125789473684,0.33574630263157895,0.3550829159861127,0.9293772679748749,-0.10086633009263699
-1.866125789473684,0.4175012157894737,0.449656245630566,0.8878905880978318,-0.0972602916544574
-1.866125789473684,0.4992561289473684,0.5378364260268391,0.8377880054731007,-0.0940384853348878
-1.866125789473684,0.5810110421052631,0.6183872212473102,0.7805582361109357,-0.09124738153730838
-1.866125789473684,0.6627659552631578,0.6917648773558727,0.7166329913705797,-0.08887356263855505
-1.866125789473684,0.7445208684210526,0.757499691572837,0.6470211856218324,-0.08693562344387397
-1.866125789473684,0.8262757815789473,0.8143563158755475,0.5740379759288989,-0.08546457151977217
-1.866125789473684,0.9080306947368421,0.8634169893103453,0.49737799810213656,-0.08441699813526937
-1.866125789473684,0.9897856078947368,0.9042850555437247,0.4186231297694805,-0.08380461528034858
-1.866125789473684,1.0715405210526316,0.9372423051786523,0.33850706103008094,-0.08360520926463413
-1.866125789473684,1.1532954342105264,0.9625767317664813,0.25772964264077325,-0.0837941929134642
-1.866125789473684,1.2350503473684211,0.9806617128188416,0.1765998579675946,-0.08435102356842754
-1.866125789473684,1.3168052605263159,0.9917288497150258,0.09594953805736316,-0.08525007207909302
-1.866125789473684,1.3985601736842106,0.9961115394126797,0.016959378129951463,-0.08645334315309393
-1.866125789473684,1.4803150868421053,0.9942513166884487,-0.06106656177106254,-0.08794995336409799
-1.866125789473684,1.56207,0.9864718249478993,-0.1372086543590123,-0.08970576209447217
-1.6465815789473683,0.00872665,-0.10006953251614985,0.9867715452418051,-0.12754609426830504
-1.6465815789473683,0.09048156315789474,0.0054591478653476634,0.9892343505251993,-0.1462381531802538
-1.6465815789473683,0.17223647631578948,0.11076146898221031,0.9801109722595367,-0.1646644437799744
-1.6465815789473683,0.2539913894736842,0.21315993553189608,0.9598457991268479,-0.18237018337047506
-1.6465815789473683,0.33574630263157895,0.3118599527188952,0.9290043891430153,-0.19923407048790973
-1.6465815789473683,0.4175012157894737,0.40547040951314967,0.8884557127357856,-0.21503533085608484
-1.6465815789473683,0.4992561289473684,0.49313653189068074,0.83909251736418,-0.22965214612163976
-1.6465815789473683,0.5810110421052631,0.57323150218414,0.7825822712273264,-0.24283869886077428
-1.6465815789473683,0.6627659552631578,0.6465860088920276,0.7190410023005496,-0.25476767871082034
-1.6465815789473683,0.7445208684210526,0.711751202422135,0.6504455528439916,-0.26519956379322907
-1.6465815789473683,0.8262757815789473,0.7686809396586436,0.5778985104468972,-0.27415857569801144
-1.6465815789473683,0.9080306947368421,0.8177459795793276,0.5019180190842765,-0.2817264897029773
-1.6465815789473683,0.9897856078947368,0.8590001271834063,0.4233380297669305,-0.2879300158926558
-1.6465815789473683,1.0715405210526316,0.8923247813230556,0.34357318895953337,-0.29276944592108245
-1.6465815789473683,1.1532954342105264,0.9181653525753191,0.2629846368590738,-0.2963299952862367
-1.6465815789473683,1.2350503473684211,0.9368229928470835,0.18209497523288887,-0.29867055440395684
-1.6465815789473683,1.3168052605263159,0.9485650494547846,0.10157845553746701,-0.2998435664199999
-1.6465815789473683,1.3985601736842106,0.9537045281602698,0.022347867032308306,-0.29991373060549176
-1.6465815789473683,1.4803150868421053,0.9526518402451079,-0.05554370157293601,-0.29894709982400985
-1.6465815789473683,1.56207,0.9457776728502412,-0.1314839953192457,-0.29701271439598503
-1.4270373684210527,0.00872665,-0.1390014953384271,0.9819168848389822,-0.1285216540579465
-1.4270373684210527,0.09048156315789474,-0.039759273432415664,0.9846893727816013,-0.1697234200312475
-1.4270373684210527,0.17223647631578948,0.05856541815832733,0.9759588304750555,-0.20993916503049706
-1.4270373684210527,0.2539913894736842,0.15535475907826,0.9559790218438976,-0.24893575200464946
-1.4270373684210527,0.33574630263157895,0.248588346415722,0.9254441091113191,-0.28593187114670116
-1.4270373684210527,0.4175012157894737,0.33684151289954634,0.8853728218119253,-0.32039469656087205
-1.4270373684210527,0.4992561289473684,0.42002390347996965,0.8363273958649566,-0.35232996953309165
-1.4270373684210527,0.5810110421052631,0.49675134322239717,0.779673297782855,-0.38124487108832233
-1.4270373684210527,0.6627659552631578,0.5662998917238026,0.7167442415225033,-0.40691783553678385
-1.4270373684210527,0.7445208684210526,0.6285535676800754,0.6485133192648797,-0.4293610220929437
-1.4270373684210527,0.8262757815789473,0.6835809668941033,0.5757052798327073,-0.44864294541747446
-1.4270373684210527,0.9080306947368421,0.7307586261034148,0.5001444000323574,-0.46459381129296473
-1.4270373684210527,0.9897856078947368,0.7706396886358119,0.42207163808573667,-0.47746204312271984
-1.4270373684210527,1.0715405210526316,0.8032891365155457,0.3424054437126813,-0.4873244045520715
-1.4270373684210527,1.1532954342105264,0.8289487834962667,0.26173835228150777,-0.4943045106865009
-1.4270373684210527,1.2350503473684211,0.8478194030344373,0.18077567628190536,-0.49852022496900783
-1.4270373684210527,1.3168052605263159,0.8601011888254348,0.10063277962073841,-0.5000989788500647
-1.4270373684210527,1.3985601736842106,0.8661966095187968,0.021797830987578037,-0.4992276917623641
-1.4270373684210527,1.4803150868421053,0.8664805081545607,-0.05625012074638569,-0.4960317055433365
-1.4270373684210527,1.56207,0.8612068721393203,-0.13260350151299935,-0.49065164298767033
-1.2074931578947368,0.00872665,-0.1771519484581697,0.976724392361604,-0.12094068183754107
-1.2074931578947368,0.09048156315789474,-0.08945669128979765,0.9791362851979754,-0.18245447484836066
-1.2074931578947368,0.17223647631578948,-0.0013156354361307323,0.9699815955133213,-0.2431747796726268
-1.2074931578947368,0.2539913894736842,0.08457017822672633,0.9497791461515391,-0.30127638223125464
-1.2074931578947368,0.33574630263157895,0.16808122243068774,0.9189617239050156,-0.35673246651198887
-1.2074931578947368,0.4175012157894737,0.2475911349102094,0.8785295746719793,-0.40851489121027806
-1.2074931578947368,0.4992561289473684,0.3221939141572802,0.8295552302593088,-0.4561021833201816
-1.2074931578947368,0.5810110421052631,0.3917003556037015,0.7727423576084059,-0.4994397663159555
-1.2074931578947368,0.6627659552631578,0.45518772280604175,0.7094608995546929,-0.5380235766299616
-1.2074931578947368,0.7445208684210526,0.5120849703850899,0.6411318376415771,-0.5715933430928286
-1.2074931578947368,0.8262757815789473,0.5624195066724376,0.5686596768410179,-0.6002586696161921
-1.2074931578947368,0.9080306947368421,0.6064135953015833,0.4925456523676433,-0.6242285893542048
-1.2074931578947368,0.9897856078947368,0.6437058227781062,0.41435348290511953,-0.6433925745032795
-1.2074931578947368,1.0715405210526316,0.6744935374984915,0.33488499970266966,-0.6579593489319183
-1.2074931578947368,1.1532954342105264,0.6992798195852034,0.25384497735512,-0.6682592770717547
-1.2074931578947368,1.2350503473684211,0.7177867957975735,0.17352010858720382,-0.6742943627930887
-1.2074931578947368,1.3168052605263159,0.7305711802660744,0.0935557858022619,-0.67639712115558
-1.2074931578947368,1.3985601736842106,0.7378583353705651,0.014602534181382172,-0.6747976310862835
-1.2074931578947368,1.4803150868421053,0.7408277912696195,-0.0632604722228455,-0.6687094259367963
-1.2074931578947368,1.56207,0.7384933014614897,-0.1397513137400638,-0.659618991543175
-0.9879489473684209,0.00872665,-0.21269030140803302,0.9714438731487586,-0.10516480879409565
-0.9879489473684209,0.09048156315789474,-0.14000901116505132,0.9727949222105262,-0.18457387711699835
-0.9879489473684209,0.17223647631578948,-0.06725799604090757,0.9626534759145557,-0.26224920834615484
-0.9879489473684209,0.2539913894736842,0.004704119506424047,0.9413762796814196,-0.33732561615275997
-0.9879489473684209,0.33574630263157895,0.07456739170859382,0.9097016488203971,-0.4085126855156741
-0.9879489473684209,0.4175012157894737,0.14148618207289726,0.8685129363833977,-0.47504414491405245
-0.9879489473684209,0.4992561289473684,0.2051217433440183,0.818480964713251,-0.5366693402921173
-0.9879489473684209,0.5810110421052631,0.2640473565685558,0.7613616747760055,-0.5921210971342215
-0.9879489473684209,0.6627659552631578,0.3184931180236893,0.6976595706867095,-0.6417423604537763
-0.9879489473684209,0.7445208684210526,0.36768395598507086,0.6290077488785106,-0.6849509182138214
-0.9879489473684209,0.8262757815789473,0.4117961490690854,0.5559649783608176,-0.7220296908355827
-0.9879489473684209,0.9080306947368421,0.4506073591869439,0.4796575729744318,-0.7529154139309716
-0.9879489473684209,0.9897856078947368,0.4839604674932169,0.4013377679346969,-0.7776311863171014
-0.9879489473684209,1.0715405210526316,0.5120822681078231,0.3214971627185054,-0.7964994193679605
-0.9879489473684209,1.1532954342105264,0.5350608771524226,0.24092113256694522,-0.8097325889597999
-0.9879489473684209,1.2350503473684211,0.5530128042961615,0.16043540740880427,-0.8175801601886303
-0.9879489473684209,1.3168052605263159,0.5661852058932182,0.08036186352357887,-0.8203513171310642
-0.9879489473684209,1.3985601736842106,0.5668844623363678,0.07493824826692191,-0.820381780214732
-0.9879489473684209,1.4803150868421053,0.5668077631855967,0.0749332592701177,-0.8204352297699665
-0.9879489473684209,1.56207,0.5667477628734723,0.07492329122559689,-0.820477588791942
